asthma_COUNTY,asthma_YEAR,asthma_STRATA,asthma_STRATA NAME,asthma_AGE GROUP,asthma_NUMBER OF ED VISITS,asthma_AGE-ADJUSTED ED VISIT RATE,asthma_COMMENT,aqi_State,aqi_County,aqi_Year,aqi_Days with AQI,aqi_Good Days,aqi_Moderate Days,aqi_Unhealthy for Sensitive Groups Days,aqi_Unhealthy Days,aqi_Very Unhealthy Days,aqi_Hazardous Days,aqi_Max AQI,aqi_90th Percentile AQI,aqi_Median AQI,aqi_Days CO,aqi_Days NO2,aqi_Days Ozone,aqi_Days PM2.5,aqi_Days PM10
San Bernardino,2017,Race/ethnicity,Black,All ages,2594,135.6,,California,San Bernardino,2017,365,31,187,73,51,23,0,233,185,84,0,25,219,106,15
San Diego,2017,Race/ethnicity,Black,All ages,1689,113.7,,California,San Diego,2017,365,83,220,56,6,0,0,174,112,65,0,3,242,120,0
San Francisco,2017,Race/ethnicity,Black,All ages,1017,257.8,,California,San Francisco,2017,365,276,82,7,0,0,0,136,63,38,0,47,131,187,0
San Joaquin,2017,Race/ethnicity,Black,All ages,1239,225,,California,San Joaquin,2017,365,185,147,33,0,0,0,146,100,50,0,3,198,149,15
San Luis Obispo,2017,Race/ethnicity,Black,All ages,40,106.1,,California,San Luis Obispo,2017,365,143,214,8,0,0,0,133,80,54,0,0,211,111,43
San Mateo,2017,Race/ethnicity,Black,All ages,140,82.6,,California,San Mateo,2017,365,294,64,4,3,0,0,154,58,37,0,18,164,183,0
Santa Barbara,2017,Race/ethnicity,Black,All ages,81,118.1,,California,Santa Barbara,2017,365,247,101,6,9,2,0,281,74,44,0,0,253,98,14
Santa Clara,2017,Race/ethnicity,Black,All ages,506,112.8,,California,Santa Clara,2017,365,240,113,9,3,0,0,182,74,44,0,16,201,148,0
Santa Cruz,2017,Race/ethnicity,Black,All ages,17,66.2,,California,Santa Cruz,2017,365,312,49,4,0,0,0,130,56,35,0,0,228,137,0
Shasta,2017,Race/ethnicity,Black,All ages,30,192.8,,California,Shasta,2017,365,263,88,12,2,0,0,157,84,44,0,0,354,11,0
Solano,2017,Race/ethnicity,Black,All ages,1425,242.8,,California,Solano,2017,365,244,111,5,5,0,0,175,71,44,0,3,199,163,0
Sonoma,2017,Race/ethnicity,Black,All ages,113,164.7,,California,Sonoma,2017,365,311,49,2,3,0,0,165,55,38,0,0,249,114,2
Stanislaus,2017,Race/ethnicity,Black,All ages,320,216.1,,California,Stanislaus,2017,365,156,146,55,8,0,0,185,112,58,0,1,228,128,8
Sutter,2017,Race/ethnicity,Black,All ages,43,263,,California,Sutter,2017,365,181,175,9,0,0,0,130,82,51,0,0,172,189,4
Tulare,2017,Race/ethnicity,Black,All ages,58,109.4,,California,Tulare,2017,365,93,145,96,31,0,0,168,147,80,0,1,236,119,9
Ventura,2017,Race/ethnicity,Black,All ages,124,101.4,,California,Ventura,2017,365,164,168,20,8,3,2,537,100,53,0,0,250,107,8
Yolo,2017,Race/ethnicity,Black,All ages,95,180.3,,California,Yolo,2017,365,265,93,6,1,0,0,153,71,43,0,1,269,94,1
Alameda,2017,Race/ethnicity,Hispanic,All ages,2098,53,,California,Alameda,2017,365,189,162,9,4,1,0,205,76,49,0,14,110,241,0
Amador,2017,Race/ethnicity,Hispanic,All ages,28,58.7,,California,Amador,2017,362,291,67,4,0,0,0,136,64,38,0,0,362,0,0
Butte,2017,Race/ethnicity,Hispanic,All ages,133,34.8,,California,Butte,2017,365,152,189,23,1,0,0,154,94,57,0,0,218,145,2
Colusa,2017,Race/ethnicity,Hispanic,All ages,42,25.9,,California,Colusa,2017,365,274,83,7,1,0,0,193,65,40,0,0,202,130,33
Contra Costa,2017,Race/ethnicity,Hispanic,All ages,2027,66.9,,California,Contra Costa,2017,365,222,131,8,4,0,0,169,72,46,0,1,138,226,0
Del Norte,2017,Race/ethnicity,Hispanic,All ages,16,29.6,,California,Del Norte,2017,298,270,26,0,1,1,0,226,49,20,0,0,0,298,0
El Dorado,2017,Race/ethnicity,Hispanic,All ages,97,37.9,,California,El Dorado,2017,362,235,96,31,0,0,0,147,100,45,0,0,327,6,29
Fresno,2017,Race/ethnicity,Hispanic,All ages,4818,80.5,,California,Fresno,2017,365,102,143,93,26,1,0,207,140,74,0,2,234,116,13
Glenn,2017,Race/ethnicity,Hispanic,All ages,41,34.2,,California,Glenn,2017,365,284,74,7,0,0,0,150,59,43,0,0,207,115,43
Humboldt,2017,Race/ethnicity,Hispanic,All ages,84,47.3,,California,Humboldt,2017,365,317,40,5,3,0,0,173,56,35,1,1,258,94,11
Imperial,2017,Race/ethnicity,Hispanic,All ages,1129,66,,California,Imperial,2017,365,112,211,37,2,2,1,331,104,61,0,2,171,100,92
Inyo,2017,Race/ethnicity,Hispanic,All ages,27,57.7,,California,Inyo,2017,365,204,136,16,3,0,6,2060,87,48,0,0,288,23,54
Kern,2017,Race/ethnicity,Hispanic,All ages,2403,45.6,,California,Kern,2017,365,76,150,115,24,0,0,197,140,84,0,0,253,99,13
Kings,2017,Race/ethnicity,Hispanic,All ages,577,60.9,,California,Kings,2017,365,96,198,50,21,0,0,181,125,70,0,0,201,122,42
Lake,2017,Race/ethnicity,Hispanic,All ages,93,72.1,,California,Lake,2017,362,350,10,1,1,0,0,166,44,35,0,0,350,10,2
Los Angeles,2017,Race/ethnicity,Hispanic,All ages,24959,48.5,,California,Los Angeles,2017,365,38,207,74,38,8,0,224,156,77,0,28,169,168,0
Madera,2017,Race/ethnicity,Hispanic,All ages,680,65.7,,California,Madera,2017,365,142,175,42,6,0,0,166,105,58,0,1,242,107,15
Marin,2017,Race/ethnicity,Hispanic,All ages,144,31.2,,California,Marin,2017,365,290,67,5,3,0,0,161,57,38,0,11,143,211,0
Mendocino,2017,Race/ethnicity,Hispanic,All ages,127,52.1,,California,Mendocino,2017,365,273,84,7,1,0,0,188,66,39,0,0,185,176,4
Merced,2017,Race/ethnicity,Hispanic,All ages,1258,72.5,,California,Merced,2017,364,162,168,31,3,0,0,158,100,54,0,0,213,149,2
Mono,2017,Race/ethnicity,Hispanic,All ages,14,34.8,,California,Mono,2017,365,303,37,5,1,4,15,3439,63,18,0,0,0,24,341
Monterey,2017,Race/ethnicity,Hispanic,All ages,1210,43.5,,California,Monterey,2017,365,304,60,1,0,0,0,121,54,39,0,0,232,75,58
Napa,2017,Race/ethnicity,Hispanic,All ages,187,38.8,,California,Napa,2017,365,230,121,7,5,2,0,249,67,43,1,1,113,250,0
Nevada,2017,Race/ethnicity,Hispanic,All ages,32,31.9,,California,Nevada,2017,365,200,84,62,19,0,0,185,133,49,0,0,353,12,0
Orange,2017,Race/ethnicity,Hispanic,All ages,3846,32.4,,California,Orange,2017,365,147,186,30,2,0,0,151,97,54,0,21,199,142,3
Placer,2017,Race/ethnicity,Hispanic,All ages,163,29.5,,California,Placer,2017,365,247,109,7,2,0,0,156,77,43,0,9,253,100,3
Riverside,2017,Race/ethnicity,Hispanic,All ages,4365,36.5,,California,Riverside,2017,365,52,162,100,43,6,2,366,161,87,0,1,233,92,39
Sacramento,2017,Race/ethnicity,Hispanic,All ages,2305,61.6,,California,Sacramento,2017,365,158,172,33,2,0,0,164,100,56,0,1,204,155,5
San Benito,2017,Race/ethnicity,Hispanic,All ages,237,67.4,,California,San Benito,2017,365,298,65,2,0,0,0,117,64,40,0,0,333,29,3
San Bernardino,2017,Race/ethnicity,Hispanic,All ages,5105,42,,California,San Bernardino,2017,365,31,187,73,51,23,0,233,185,84,0,25,219,106,15
San Diego,2017,Race/ethnicity,Hispanic,All ages,4114,32.8,,California,San Diego,2017,365,83,220,56,6,0,0,174,112,65,0,3,242,120,0
San Francisco,2017,Race/ethnicity,Hispanic,All ages,728,56.1,,California,San Francisco,2017,365,276,82,7,0,0,0,136,63,38,0,47,131,187,0
San Joaquin,2017,Race/ethnicity,Hispanic,All ages,1738,52.5,,California,San Joaquin,2017,365,185,147,33,0,0,0,146,100,50,0,3,198,149,15
San Luis Obispo,2017,Race/ethnicity,Hispanic,All ages,203,28.9,,California,San Luis Obispo,2017,365,143,214,8,0,0,0,133,80,54,0,0,211,111,43
San Mateo,2017,Race/ethnicity,Hispanic,All ages,943,47.3,,California,San Mateo,2017,365,294,64,4,3,0,0,154,58,37,0,18,164,183,0
Santa Barbara,2017,Race/ethnicity,Hispanic,All ages,742,32.8,,California,Santa Barbara,2017,365,247,101,6,9,2,0,281,74,44,0,0,253,98,14
Santa Clara,2017,Race/ethnicity,Hispanic,All ages,2485,45.4,,California,Santa Clara,2017,365,240,113,9,3,0,0,182,74,44,0,16,201,148,0
Santa Cruz,2017,Race/ethnicity,Hispanic,All ages,340,32.4,,California,Santa Cruz,2017,365,312,49,4,0,0,0,130,56,35,0,0,228,137,0
Shasta,2017,Race/ethnicity,Hispanic,All ages,48,25.6,,California,Shasta,2017,365,263,88,12,2,0,0,157,84,44,0,0,354,11,0
Siskiyou,2017,Race/ethnicity,Hispanic,All ages,12,21,,California,Siskiyou,2017,225,202,19,3,1,0,0,163,51,26,0,0,138,87,0
Solano,2017,Race/ethnicity,Hispanic,All ages,808,67.3,,California,Solano,2017,365,244,111,5,5,0,0,175,71,44,0,3,199,163,0
Sonoma,2017,Race/ethnicity,Hispanic,All ages,584,42.2,,California,Sonoma,2017,365,311,49,2,3,0,0,165,55,38,0,0,249,114,2
Stanislaus,2017,Race/ethnicity,Hispanic,All ages,1378,51.1,,California,Stanislaus,2017,365,156,146,55,8,0,0,185,112,58,0,1,228,128,8
Sutter,2017,Race/ethnicity,Hispanic,All ages,89,27.6,,California,Sutter,2017,365,181,175,9,0,0,0,130,82,51,0,0,172,189,4
Tehama,2017,Race/ethnicity,Hispanic,All ages,102,58.6,,California,Tehama,2017,365,262,94,6,3,0,0,167,77,40,0,0,302,63,0
Tulare,2017,Race/ethnicity,Hispanic,All ages,1034,29.8,,California,Tulare,2017,365,93,145,96,31,0,0,168,147,80,0,1,236,119,9
Tuolumne,2017,Race/ethnicity,Hispanic,All ages,20,30.7,,California,Tuolumne,2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0
Ventura,2017,Race/ethnicity,Hispanic,All ages,1373,34.8,,California,Ventura,2017,365,164,168,20,8,3,2,537,100,53,0,0,250,107,8
Yolo,2017,Race/ethnicity,Hispanic,All ages,328,45.2,,California,Yolo,2017,365,265,93,6,1,0,0,153,71,43,0,1,269,94,1
Alameda,2017,Race/ethnicity,Asian/PI,All ages,1112,25.2,,California,Alameda,2017,365,189,162,9,4,1,0,205,76,49,0,14,110,241,0
Butte,2017,Race/ethnicity,Asian/PI,All ages,21,25.4,,California,Butte,2017,365,152,189,23,1,0,0,154,94,57,0,0,218,145,2
Colusa,2017,Race/ethnicity,Asian/PI,All ages,0,0,,California,Colusa,2017,365,274,83,7,1,0,0,193,65,40,0,0,202,130,33
Contra Costa,2017,Race/ethnicity,Asian/PI,All ages,579,34,,California,Contra Costa,2017,365,222,131,8,4,0,0,169,72,46,0,1,138,226,0
El Dorado,2017,Race/ethnicity,Asian/PI,All ages,21,34.1,,California,El Dorado,2017,362,235,96,31,0,0,0,147,100,45,0,0,327,6,29
Fresno,2017,Race/ethnicity,Asian/PI,All ages,208,21.5,,California,Fresno,2017,365,102,143,93,26,1,0,207,140,74,0,2,234,116,13
Humboldt,2017,Race/ethnicity,Asian/PI,All ages,14,38.5,,California,Humboldt,2017,365,317,40,5,3,0,0,173,56,35,1,1,258,94,11
Inyo,2017,Race/ethnicity,Asian/PI,All ages,0,0,,California,Inyo,2017,365,204,136,16,3,0,6,2060,87,48,0,0,288,23,54
Kern,2017,Race/ethnicity,Asian/PI,All ages,98,28.3,,California,Kern,2017,365,76,150,115,24,0,0,197,140,84,0,0,253,99,13
Los Angeles,2017,Race/ethnicity,Asian/PI,All ages,2515,18.6,,California,Los Angeles,2017,365,38,207,74,38,8,0,224,156,77,0,28,169,168,0
Marin,2017,Race/ethnicity,Asian/PI,All ages,18,12.2,,California,Marin,2017,365,290,67,5,3,0,0,161,57,38,0,11,143,211,0
Merced,2017,Race/ethnicity,Asian/PI,All ages,54,29.6,,California,Merced,2017,364,162,168,31,3,0,0,158,100,54,0,0,213,149,2
Monterey,2017,Race/ethnicity,Asian/PI,All ages,67,30.8,,California,Monterey,2017,365,304,60,1,0,0,0,121,54,39,0,0,232,75,58
Napa,2017,Race/ethnicity,Asian/PI,All ages,38,36,,California,Napa,2017,365,230,121,7,5,2,0,249,67,43,1,1,113,250,0
Orange,2017,Race/ethnicity,Asian/PI,All ages,792,13.7,,California,Orange,2017,365,147,186,30,2,0,0,151,97,54,0,21,199,142,3
Placer,2017,Race/ethnicity,Asian/PI,All ages,61,25.6,,California,Placer,2017,365,247,109,7,2,0,0,156,77,43,0,9,253,100,3
Plumas,2017,Race/ethnicity,Asian/PI,All ages,0,0,,California,Plumas,2017,351,221,105,17,8,0,0,179,89,35,0,0,0,351,0
Riverside,2017,Race/ethnicity,Asian/PI,All ages,249,18,,California,Riverside,2017,365,52,162,100,43,6,2,366,161,87,0,1,233,92,39
Sacramento,2017,Race/ethnicity,Asian/PI,All ages,957,41.4,,California,Sacramento,2017,365,158,172,33,2,0,0,164,100,56,0,1,204,155,5
San Bernardino,2017,Race/ethnicity,Asian/PI,All ages,244,17.3,,California,San Bernardino,2017,365,31,187,73,51,23,0,233,185,84,0,25,219,106,15
San Diego,2017,Race/ethnicity,Asian/PI,All ages,733,21.2,,California,San Diego,2017,365,83,220,56,6,0,0,174,112,65,0,3,242,120,0
San Francisco,2017,Race/ethnicity,Asian/PI,All ages,476,20.6,,California,San Francisco,2017,365,276,82,7,0,0,0,136,63,38,0,47,131,187,0
San Joaquin,2017,Race/ethnicity,Asian/PI,All ages,412,38,,California,San Joaquin,2017,365,185,147,33,0,0,0,146,100,50,0,3,198,149,15
San Mateo,2017,Race/ethnicity,Asian/PI,All ages,456,24.2,,California,San Mateo,2017,365,294,64,4,3,0,0,154,58,37,0,18,164,183,0
Santa Barbara,2017,Race/ethnicity,Asian/PI,All ages,32,16.5,,California,Santa Barbara,2017,365,247,101,6,9,2,0,281,74,44,0,0,253,98,14
Santa Clara,2017,Race/ethnicity,Asian/PI,All ages,939,14.7,,California,Santa Clara,2017,365,240,113,9,3,0,0,182,74,44,0,16,201,148,0
Santa Cruz,2017,Race/ethnicity,Asian/PI,All ages,12,14.4,,California,Santa Cruz,2017,365,312,49,4,0,0,0,130,56,35,0,0,228,137,0
Shasta,2017,Race/ethnicity,Asian/PI,All ages,23,52.5,,California,Shasta,2017,365,263,88,12,2,0,0,157,84,44,0,0,354,11,0
Solano,2017,Race/ethnicity,Asian/PI,All ages,429,70.8,,California,Solano,2017,365,244,111,5,5,0,0,175,71,44,0,3,199,163,0
Sonoma,2017,Race/ethnicity,Asian/PI,All ages,61,36.9,,California,Sonoma,2017,365,311,49,2,3,0,0,165,55,38,0,0,249,114,2
Stanislaus,2017,Race/ethnicity,Asian/PI,All ages,66,21.3,,California,Stanislaus,2017,365,156,146,55,8,0,0,185,112,58,0,1,228,128,8
Sutter,2017,Race/ethnicity,Asian/PI,All ages,30,20.5,,California,Sutter,2017,365,181,175,9,0,0,0,130,82,51,0,0,172,189,4
Tulare,2017,Race/ethnicity,Asian/PI,All ages,22,17.2,,California,Tulare,2017,365,93,145,96,31,0,0,168,147,80,0,1,236,119,9
Tuolumne,2017,Race/ethnicity,Asian/PI,All ages,0,0,,California,Tuolumne,2017,362,231,106,25,0,0,0,143,93,44,0,0,362,0,0
Ventura,2017,Race/ethnicity,Asian/PI,All ages,67,12.3,,California,Ventura,2017,365,164,168,20,8,3,2,537,100,53,0,0,250,107,8
Yolo,2017,Race/ethnicity,Asian/PI,All ages,51,60.5,,California,Yolo,2017,365,265,93,6,1,0,0,153,71,43,0,1,269,94,1
Alameda,2017,Race/ethnicity,AI/AN,All ages,36,75,,California,Alameda,2017,365,189,162,9,4,1,0,205,76,49,0,14,110,241,0
Colusa,2017,Race/ethnicity,AI/AN,All ages,0,0,,California,Colusa,2017,365,274,83,7,1,0,0,193,65,40,0,0,202,130,33
Contra Costa,2017,Race/ethnicity,AI/AN,All ages,33,125.5,,California,Contra Costa,2017,365,222,131,8,4,0,0,169,72,46,0,1,138,226,0
Del Norte,2017,Race/ethnicity,AI/AN,All ages,16,93.1,,California,Del Norte,2017,298,270,26,0,1,1,0,226,49,20,0,0,0,298,0
Fresno,2017,Race/ethnicity,AI/AN,All ages,17,28.2,,California,Fresno,2017,365,102,143,93,26,1,0,207,140,74,0,2,234,116,13
Humboldt,2017,Race/ethnicity,AI/AN,All ages,24,31.1,,California,Humboldt,2017,365,317,40,5,3,0,0,173,56,35,1,1,258,94,11
Imperial,2017,Race/ethnicity,AI/AN,All ages,0,0,,California,Imperial,2017,365,112,211,37,2,2,1,331,104,61,0,2,171,100,92
Inyo,2017,Race/ethnicity,AI/AN,All ages,20,121.9,,California,Inyo,2017,365,204,136,16,3,0,6,2060,87,48,0,0,288,23,54
Lake,2017,Race/ethnicity,AI/AN,All ages,15,86.4,,California,Lake,2017,362,350,10,1,1,0,0,166,44,35,0,0,350,10,2
Los Angeles,2017,Race/ethnicity,AI/AN,All ages,57,29.8,,California,Los Angeles,2017,365,38,207,74,38,8,0,224,156,77,0,28,169,168,0
Mendocino,2017,Race/ethnicity,AI/AN,All ages,30,87.2,,California,Mendocino,2017,365,273,84,7,1,0,0,188,66,39,0,0,185,176,4
Mono,2017,Race/ethnicity,AI/AN,All ages,0,0,,California,Mono,2017,365,303,37,5,1,4,15,3439,63,18,0,0,0,24,341
Orange,2017,Race/ethnicity,AI/AN,All ages,12,25.3,,California,Orange,2017,365,147,186,30,2,0,0,151,97,54,0,21,199,142,3
Riverside,2017,Race/ethnicity,AI/AN,All ages,45,42.8,,California,Riverside,2017,365,52,162,100,43,6,2,366,161,87,0,1,233,92,39
Sacramento,2017,Race/ethnicity,AI/AN,All ages,42,50.5,,California,Sacramento,2017,365,158,172,33,2,0,0,164,100,56,0,1,204,155,5
San Bernardino,2017,Race/ethnicity,AI/AN,All ages,151,182.6,,California,San Bernardino,2017,365,31,187,73,51,23,0,233,185,84,0,25,219,106,15
San Diego,2017,Race/ethnicity,AI/AN,All ages,44,30.9,,California,San Diego,2017,365,83,220,56,6,0,0,174,112,65,0,3,242,120,0
San Francisco,2017,Race/ethnicity,AI/AN,All ages,27,211.5,,California,San Francisco,2017,365,276,82,7,0,0,0,136,63,38,0,47,131,187,0
San Joaquin,2017,Race/ethnicity,AI/AN,All ages,16,45.5,,California,San Joaquin,2017,365,185,147,33,0,0,0,146,100,50,0,3,198,149,15
Shasta,2017,Race/ethnicity,AI/AN,All ages,18,46.7,,California,Shasta,2017,365,263,88,12,2,0,0,157,84,44,0,0,354,11,0
Sonoma,2017,Race/ethnicity,AI/AN,All ages,23,60.1,,California,Sonoma,2017,365,311,49,2,3,0,0,165,55,38,0,0,249,114,2
Alameda,2018,Total population,All ages,All ages,7795,48.6,,California,Alameda,2018,365,175,173,5,10,2,0,223,76,51,0,10,72,283,0
Amador,2018,Total population,All ages,All ages,137,44.3,,California,Amador,2018,364,288,70,6,0,0,0,129,71,40,0,0,364,0,0
Butte,2018,Total population,All ages,All ages,907,42.2,,California,Butte,2018,365,152,173,22,11,3,4,445,104,54,0,0,203,161,1
Calaveras,2018,Total population,All ages,All ages,186,52.3,,California,Calaveras,2018,364,148,196,14,6,0,0,157,87,53,0,0,141,223,0
Colusa,2018,Total population,All ages,All ages,118,53.6,,California,Colusa,2018,365,245,92,10,17,1,0,274,81,42,0,0,176,155,34
Contra Costa,2018,Total population,All ages,All ages,6001,55.4,,California,Contra Costa,2018,365,203,144,7,9,2,0,245,71,48,0,1,108,256,0
Del Norte,2018,Total population,All ages,All ages,132,53.6,,California,Del Norte,2018,180,162,18,0,0,0,0,77,52,25,0,0,0,180,0
El Dorado,2018,Total population,All ages,All ages,564,34.1,,California,El Dorado,2018,365,222,106,27,9,1,0,203,101,45,0,0,353,3,9
Fresno,2018,Total population,All ages,All ages,6935,67,,California,Fresno,2018,365,84,183,79,19,0,0,185,133,74,0,3,231,121,10
Glenn,2018,Total population,All ages,All ages,101,35.9,,California,Glenn,2018,363,275,72,9,6,1,0,230,69,36,0,0,154,136,73
Humboldt,2018,Total population,All ages,All ages,688,53.4,,California,Humboldt,2018,365,324,35,5,1,0,0,163,53,34,0,2,251,94,18
Imperial,2018,Total population,All ages,All ages,1147,58.1,,California,Imperial,2018,365,95,220,41,7,2,0,286,108,62,0,7,129,100,129
Inyo,2018,Total population,All ages,All ages,81,49.2,,California,Inyo,2018,365,198,130,26,8,2,1,624,101,48,0,0,311,20,34
Kern,2018,Total population,All ages,All ages,4299,46.2,,California,Kern,2018,365,65,170,103,27,0,0,190,142,84,0,0,246,106,13
Kings,2018,Total population,All ages,All ages,833,53.7,,California,Kings,2018,365,89,218,49,9,0,0,180,114,69,0,0,186,123,56
Lake,2018,Total population,All ages,All ages,504,86.7,,California,Lake,2018,357,347,7,1,1,1,0,208,43,33,0,0,344,11,2
Los Angeles,2018,Total population,All ages,All ages,46729,47.1,,California,Los Angeles,2018,365,35,222,89,18,1,0,201,130,77,0,32,175,157,1
Madera,2018,Total population,All ages,All ages,813,50.9,,California,Madera,2018,365,152,178,30,5,0,0,165,100,56,0,0,210,120,35
Marin,2018,Total population,All ages,All ages,583,24.3,,California,Marin,2018,365,294,58,3,9,1,0,218,58,36,0,22,135,208,0
Mariposa,2018,Total population,All ages,All ages,68,48,,California,Mariposa,2018,365,189,136,10,21,8,1,301,108,50,0,0,265,100,0
Mendocino,2018,Total population,All ages,All ages,507,62.4,,California,Mendocino,2018,364,289,54,13,6,1,1,314,64,37,0,0,151,209,4
Merced,2018,Total population,All ages,All ages,1709,60,,California,Merced,2018,365,173,151,32,9,0,0,171,101,51,0,1,196,167,1
Mono,2018,Total population,All ages,All ages,65,54.9,,California,Mono,2018,365,279,57,14,11,2,2,994,84,23,0,0,0,218,147
Monterey,2018,Total population,All ages,All ages,1615,36.3,,California,Monterey,2018,365,319,39,5,2,0,0,155,52,38,0,1,212,93,59
Napa,2018,Total population,All ages,All ages,511,37.4,,California,Napa,2018,364,273,79,4,8,0,0,183,61,39,1,1,165,196,1
Nevada,2018,Total population,All ages,All ages,219,26.1,,California,Nevada,2018,363,245,90,19,9,0,0,196,87,44,0,0,327,36,0
Orange,2018,Total population,All ages,All ages,8183,26.5,,California,Orange,2018,365,196,151,15,3,0,0,157,85,50,0,25,190,147,3
Placer,2018,Total population,All ages,All ages,1154,33,,California,Placer,2018,365,253,87,16,8,1,0,223,84,41,0,17,220,124,4
Plumas,2018,Total population,All ages,All ages,94,61.5,,California,Plumas,2018,350,219,121,8,2,0,0,159,84,35,0,0,0,350,0
Riverside,2018,Total population,All ages,All ages,8935,37.9,,California,Riverside,2018,365,50,175,102,32,6,0,296,153,87,0,1,227,94,43
Sacramento,2018,Total population,All ages,All ages,9656,64.5,,California,Sacramento,2018,365,161,169,22,8,4,1,314,100,54,0,1,202,157,5
San Benito,2018,Total population,All ages,All ages,318,56.7,,California,San Benito,2018,365,294,60,11,0,0,0,143,61,41,0,0,321,43,1
San Bernardino,2018,Total population,All ages,All ages,10343,47.4,,California,San Bernardino,2018,365,43,168,96,51,7,0,221,164,88,0,20,215,126,4
San Diego,2018,Total population,All ages,All ages,9436,28.7,,California,San Diego,2018,365,73,257,35,0,0,0,143,100,64,0,1,202,162,0
San Francisco,2018,Total population,All ages,All ages,2859,36.1,,California,San Francisco,2018,365,278,73,2,11,1,0,228,61,37,1,34,126,203,1
San Joaquin,2018,Total population,All ages,All ages,4527,60.5,,California,San Joaquin,2018,365,152,180,20,10,2,1,308,99,54,0,1,154,204,6
San Luis Obispo,2018,Total population,All ages,All ages,693,28.3,,California,San Luis Obispo,2018,365,202,154,9,0,0,0,133,74,49,0,0,234,92,39
San Mateo,2018,Total population,All ages,All ages,2051,27.5,,California,San Mateo,2018,365,295,57,3,10,0,0,185,56,36,0,22,138,205,0
Santa Barbara,2018,Total population,All ages,All ages,1213,27.5,,California,Santa Barbara,2018,365,244,119,2,0,0,0,114,64,47,0,0,266,86,13
Santa Clara,2018,Total population,All ages,All ages,5095,26.4,,California,Santa Clara,2018,365,233,115,6,11,0,0,194,71,44,0,7,166,192,0
Santa Cruz,2018,Total population,All ages,All ages,725,27.9,,California,Santa Cruz,2018,365,331,24,5,5,0,0,170,50,36,0,0,221,144,0
Shasta,2018,Total population,All ages,All ages,608,38.6,,California,Shasta,2018,365,277,67,15,6,0,0,190,82,43,0,0,343,21,1
Siskiyou,2018,Total population,All ages,All ages,138,34.1,,California,Siskiyou,2018,365,269,56,16,24,0,0,196,119,41,0,0,241,124,0
Solano,2018,Total population,All ages,All ages,3354,79.6,,California,Solano,2018,365,263,87,3,11,1,0,247,64,42,0,3,184,178,0
